age,alone,embarked,fare,pclass,sex,sibsp,survived,embark_town,deck
37.282,True,S,53.266,1,male,2,0,Southampton,C
31.988,True,C,79.227,1,female,1,1,Cherbourg,D
3.785,False,S,148.105,1,male,3,1,Southampton,B
37.27,False,S,30.261,3,female,0,1,Southampton,F
47.086,False,C,14.341,3,female,1,0,Cherbourg,E
2.58,False,Q,27.998,3,male,4,0,Queenstown,F
22.315,True,S,11.608,2,male,0,0,Southampton,D
45.648,False,,7.869,3,female,1,0,,F
36.364,False,S,105.874,1,male,0,0,Southampton,C
16.77,True,S,20.32,3,male,0,0,Southampton,G
22.805,True,S,7.279,3,female,0,1,Southampton,F
54.961,False,C,76.685,1,female,1,1,Cherbourg,E
22.824,True,S,11.716,2,male,0,0,Southampton,F
42.1,True,S,6.542,3,male,0,0,Southampton,F
37.737,True,S,25.253,2,male,0,0,Southampton,D
7.971,False,S,46.828,3,male,0,0,Southampton,F
52.373,True,S,7.908,3,male,0,0,Southampton,F
3.488,False,S,16.537,3,female,0,1,Southampton,F
38.022,True,C,138.021,1,female,0,1,Cherbourg,B
31.642,True,S,9.033,3,male,0,0,Southampton,F
51.044,False,S,7.868,3,male,0,0,Southampton,F
33.516,True,S,13.223,2,female,0,1,Southampton,F
41.225,False,S,45.028,3,female,0,0,Southampton,E
33.482,True,S,13.513,2,female,0,1,Southampton,F
21.181,False,C,15.346,2,male,0,0,Cherbourg,F
21.44,True,S,73.396,2,male,0,0,Southampton,F
16.435,True,Q,6.066,3,male,0,0,Queenstown,G
49.805,False,S,92.924,1,female,0,1,Southampton,C
36.146,False,S,8.776,3,male,0,0,Southampton,F
61.763,True,Q,7.635,3,male,0,0,Queenstown,F
22.576,False,C,126.021,1,male,0,0,Cherbourg,B
22.485,True,C,13.808,2,female,0,1,Cherbourg,F
32.79,True,S,6.552,3,male,1,0,Southampton,G
30.58,True,C,108.124,1,female,0,1,Cherbourg,C
41.431,False,C,66.877,1,female,1,1,Cherbourg,C
61.866,True,,10.5,2,male,0,1,,E
21.666,True,S,21.294,3,male,0,0,Southampton,E
28.578,True,S,7.895,3,female,0,0,Southampton,E
52.647,True,S,7.89,3,male,0,0,Southampton,G
49.259,True,C,28.594,1,female,1,0,Cherbourg,D
3.094,False,S,31.922,3,male,1,0,Southampton,F
21.942,False,S,13.09,2,male,0,0,Southampton,E
63.647,True,S,26.377,1,male,0,0,Southampton,C
21.817,True,S,7.38,3,male,0,1,Southampton,F
33.268,True,S,9.019,3,male,0,1,Southampton,G
45.752,False,,32.648,1,female,1,1,,D
19.984,False,C,100.788,1,male,0,1,Cherbourg,C
42.513,False,C,137.389,1,female,0,1,Cherbourg,B
15.054,True,C,6.069,3,male,0,0,Cherbourg,G
26.152,True,S,7.014,3,male,0,0,Southampton,G
26.41,False,S,77.0,1,female,1,0,Southampton,E
21.683,True,S,7.479,3,male,0,0,Southampton,F
21.002,False,S,14.324,3,male,1,0,Southampton,F
21.428,True,S,21.334,3,male,0,0,Southampton,G
27.172,True,S,7.101,3,male,0,0,Southampton,G
19.513,True,S,25.267,2,female,1,1,Southampton,E
33.095,False,Q,8.394,3,female,0,1,Queenstown,F
13.169,True,,29.121,2,female,1,1,,F
18.878,True,C,250.878,1,female,0,1,Cherbourg,B
50.963,True,Q,7.471,3,male,0,0,Queenstown,F
29.531,False,Q,7.977,3,female,0,1,Queenstown,F
1.734,False,S,38.811,2,female,4,1,Southampton,F
54.471,True,S,78.716,1,male,0,0,Southampton,C
26.565,True,S,54.025,3,male,0,0,Southampton,E
47.458,True,,0.399,3,male,0,0,,F
27.277,True,S,13.25,3,male,0,0,Southampton,F
42.224,True,S,33.022,1,male,8,1,Southampton,D
28.189,True,S,8.124,3,female,0,0,Southampton,G
31.532,False,S,11.276,2,male,0,0,Southampton,F
41.96,True,S,6.779,3,male,0,0,Southampton,F
41.265,False,S,66.496,3,male,0,0,Southampton,F
21.343,True,S,7.319,3,male,0,0,Southampton,E
21.25,True,S,11.439,2,male,0,0,Southampton,F
27.464,True,S,6.995,3,male,1,1,Southampton,F
25.959,False,S,54.276,3,male,0,0,Southampton,G
16.1,True,Q,5.973,3,male,1,0,Queenstown,F
21.474,True,S,8.239,3,male,0,0,Southampton,G
1.111,False,,15.057,2,male,1,1,,F
16.023,True,S,8.773,3,male,0,0,Southampton,E
34.567,False,S,66.513,3,female,0,1,Southampton,F
28.124,False,S,8.249,3,female,1,0,Southampton,F
26.799,False,S,7.068,3,male,1,0,Southampton,F
6.426,False,C,21.227,3,male,5,0,Cherbourg,G
26.683,True,S,9.417,3,male,0,1,Southampton,G
15.324,True,S,54.024,3,male,0,0,Southampton,G
28.468,True,Q,12.098,2,female,0,1,Queenstown,F
37.65,True,S,27.042,2,male,0,0,Southampton,E
35.26,False,S,12.836,2,female,1,1,Southampton,F
78.184,True,,30.0,1,male,0,1,,D
57.573,True,S,7.923,3,male,0,0,Southampton,F
2.187,False,S,148.172,1,male,1,1,Southampton,A
32.338,True,S,8.86,3,male,1,0,Southampton,E
26.359,False,S,66.542,3,male,0,0,Southampton,G
25.175,True,C,27.005,1,male,1,0,Cherbourg,C
62.742,True,C,61.574,1,male,0,0,Cherbourg,D
37.062,True,S,78.74,1,male,0,0,Southampton,B
25.517,False,S,12.562,2,female,0,1,Southampton,E
21.164,True,S,7.417,3,male,0,0,Southampton,G
6.047,False,Q,29.28,3,male,4,1,Queenstown,G
18.347,True,S,6.86,3,female,1,1,Southampton,E
21.545,True,S,7.469,3,male,0,0,Southampton,E
21.627,True,S,55.993,3,male,0,0,Southampton,F
61.02,False,S,26.112,1,male,1,0,Southampton,C
26.502,True,S,8.614,3,female,0,1,Southampton,F
19.215,True,C,253.366,1,female,2,1,Cherbourg,E
37.351,False,S,29.507,1,male,0,1,Southampton,E
21.216,True,C,44.07,2,male,0,0,Cherbourg,D
35.476,False,S,8.135,3,male,1,0,Southampton,F
30.158,False,Q,7.799,3,female,1,1,Queenstown,F
42.505,False,S,45.25,3,female,0,0,Southampton,G
36.477,True,S,52.961,1,male,0,1,Southampton,B
28.6,False,C,27.0,2,male,0,0,Cherbourg,F
55.002,True,C,26.757,1,male,1,0,Cherbourg,C
31.391,True,S,6.545,3,male,0,0,Southampton,G
16.895,True,C,15.086,3,male,0,0,Cherbourg,G
22.167,False,S,7.267,3,female,0,1,Southampton,G
21.008,False,C,70.848,1,male,0,0,Cherbourg,B
16.273,True,S,6.034,3,male,0,0,Southampton,G
61.654,True,S,26.067,1,male,0,0,Southampton,D
12.502,False,C,12.832,3,male,0,0,Cherbourg,G
31.553,True,S,10.647,2,male,0,0,Southampton,D
21.619,True,C,7.412,3,male,0,1,Cherbourg,E
23.165,False,S,7.436,3,male,0,0,Southampton,G
16.661,True,S,5.958,3,male,1,0,Southampton,F
22.085,True,S,7.709,3,male,0,0,Southampton,F
32.177,True,S,29.421,1,male,0,0,Southampton,D
16.302,True,C,14.941,3,male,0,0,Cherbourg,F
21.012,True,C,7.454,3,male,0,0,Cherbourg,G
29.683,True,S,25.547,2,female,1,1,Southampton,F
24.208,True,S,25.892,2,female,0,0,Southampton,D
6.511,False,S,27.959,3,male,4,1,Southampton,F
1.19,False,S,38.387,2,male,0,1,Southampton,D
30.952,True,S,8.994,3,male,0,1,Southampton,G
39.912,False,S,9.618,3,female,0,0,Southampton,F
36.527,True,S,7.019,3,male,0,0,Southampton,F
21.682,True,S,14.536,2,male,1,0,Southampton,F
23.926,False,S,9.243,3,female,0,0,Southampton,F
22.869,True,S,9.107,3,female,1,0,Southampton,F
23.061,False,S,7.367,3,male,0,0,Southampton,F
31.841,True,S,10.585,2,male,0,0,Southampton,F
37.382,True,S,78.248,1,male,0,0,Southampton,B
33.452,False,C,489.617,1,female,1,1,Cherbourg,D
23.744,True,S,73.111,1,male,0,0,Southampton,C
33.69,True,S,97.212,1,female,3,1,Southampton,D
17.213,True,S,5.946,3,male,0,0,Southampton,F
26.958,True,C,7.095,3,male,0,1,Cherbourg,E
41.556,True,S,6.526,3,male,0,0,Southampton,G
16.843,True,S,14.649,3,male,1,0,Southampton,F
22.651,True,S,14.653,2,male,0,0,Southampton,F
43.233,False,S,66.446,3,male,1,0,Southampton,G
27.776,False,S,53.228,1,female,0,1,Southampton,E
34.516,True,S,8.99,3,male,1,0,Southampton,F
7.762,False,,36.75,2,male,4,1,,F
29.786,False,S,12.96,2,female,1,1,Southampton,F
7.302,False,S,30.85,3,female,1,0,Southampton,G
17.219,False,S,28.666,1,female,0,1,Southampton,B
30.996,False,S,20.105,2,male,0,0,Southampton,F
31.989,True,S,30.651,1,male,2,1,Southampton,C
22.336,True,C,19.513,3,female,0,1,Cherbourg,F
21.185,True,S,7.343,3,male,0,0,Southampton,F
32.124,True,S,14.043,3,male,0,0,Southampton,G
44.453,False,S,66.831,3,female,0,0,Southampton,F
50.056,True,S,12.622,2,male,0,0,Southampton,D
16.986,False,S,5.933,3,male,0,0,Southampton,F
19.111,False,Q,6.825,3,female,0,1,Queenstown,G
34.99,True,C,76.073,1,female,0,1,Cherbourg,B
1.506,False,S,11.63,3,female,4,0,Southampton,E
31.658,False,S,10.602,2,male,0,0,Southampton,E
36.203,True,S,37.892,2,female,1,1,Southampton,D
20.681,True,S,7.338,3,male,0,0,Southampton,G
1.78,False,Q,27.822,3,male,4,0,Queenstown,F
1.46,False,S,7.833,3,male,0,1,Southampton,E
26.07,False,Q,7.068,3,male,2,0,Queenstown,E
18.304,True,S,11.161,2,male,0,0,Southampton,F
1.915,False,S,25.71,2,male,1,1,Southampton,F
17.384,True,Q,5.801,3,male,0,1,Queenstown,F
18.14,True,S,6.164,3,male,0,1,Southampton,E
56.97,True,C,26.998,1,male,0,1,Cherbourg,C
33.497,True,C,20.143,3,female,8,0,Cherbourg,F
28.963,True,,34.031,1,female,1,1,,A
21.141,True,S,10.004,3,female,0,1,Southampton,G
30.79,False,C,29.428,2,male,0,1,Cherbourg,D
20.892,True,S,7.38,3,male,0,0,Southampton,F
18.609,False,C,253.149,1,female,1,1,Cherbourg,D
31.014,False,Q,7.327,3,male,0,0,Queenstown,G
27.565,True,S,7.067,3,male,0,0,Southampton,F
21.546,True,C,7.399,3,male,0,1,Cherbourg,E
46.435,True,S,46.862,1,male,0,0,Southampton,B
28.997,True,Q,8.445,3,female,1,0,Queenstown,G
31.03,True,S,14.032,3,male,0,0,Southampton,E
16.24,True,,0.313,3,male,0,0,,G
3.664,True,S,19.536,3,male,1,1,Southampton,F
29.871,True,C,51.472,1,female,0,1,Cherbourg,D
33.696,True,S,11.217,2,male,0,0,Southampton,D
22.855,False,S,7.423,3,male,2,0,Southampton,G
11.595,False,S,46.855,3,male,5,0,Southampton,F
15.285,True,S,5.954,3,male,1,0,Southampton,F
27.858,True,S,10.893,3,female,1,1,Southampton,G
16.495,True,C,13.21,3,female,0,1,Cherbourg,G
22.409,True,S,8.342,3,female,3,1,Southampton,E
33.536,False,S,69.448,3,female,3,0,Southampton,G
21.561,True,S,7.42,3,male,0,0,Southampton,F
41.589,True,S,6.777,3,male,0,1,Southampton,E
5.592,False,S,28.316,3,female,4,0,Southampton,G
8.314,False,,26.261,2,female,0,1,,E
18.012,True,S,12.455,2,male,0,0,Southampton,D
35.462,True,Q,8.02,3,female,1,1,Queenstown,E
17.091,True,S,5.932,3,male,0,0,Southampton,F
8.14,False,S,31.491,3,female,0,0,Southampton,E
26.448,True,S,20.432,2,male,0,0,Southampton,F
22.704,True,S,9.977,3,female,0,0,Southampton,G
31.869,True,C,14.183,2,male,1,0,Cherbourg,F
23.962,True,S,72.268,1,male,0,0,Southampton,D
31.99,False,C,29.647,2,male,1,0,Cherbourg,F
27.439,True,S,7.014,3,male,8,0,Southampton,G
61.384,True,S,26.539,1,male,0,0,Southampton,A
31.196,True,C,6.546,3,male,0,1,Cherbourg,E
21.526,True,Q,7.718,3,male,0,0,Queenstown,F
37.823,False,S,8.76,3,female,0,1,Southampton,G
45.007,True,S,158.221,1,female,1,1,Southampton,B
30.359,True,S,21.461,3,male,2,0,Southampton,E
27.655,True,Q,7.015,3,male,0,0,Queenstown,F
36.492,True,S,7.826,3,male,0,0,Southampton,F
29.425,False,S,10.333,3,female,1,0,Southampton,F
5.632,False,,26.576,2,female,4,1,,D
3.69,False,S,46.152,3,male,0,1,Southampton,E
42.004,False,S,6.607,3,male,1,0,Southampton,F
20.317,True,S,9.521,3,female,0,0,Southampton,E
16.03,True,S,5.99,3,male,0,0,Southampton,F
45.824,True,,26.295,1,female,1,1,,D
26.818,True,C,27.048,2,male,0,0,Cherbourg,F
49.422,False,S,25.971,2,female,0,1,Southampton,E
49.568,False,C,28.497,1,female,0,0,Cherbourg,C
14.606,True,C,11.26,3,female,0,1,Cherbourg,F
31.133,False,S,24.022,2,male,0,0,Southampton,F
31.299,False,S,10.582,2,male,0,1,Southampton,D
25.067,False,S,53.125,1,female,2,1,Southampton,D
29.34,False,S,87.962,1,female,0,1,Southampton,B
31.552,True,S,13.984,3,male,0,0,Southampton,E
21.426,True,C,54.127,1,male,0,1,Cherbourg,B
3.152,False,S,28.049,3,female,1,1,Southampton,E
16.936,True,,0.367,3,male,0,0,,E
37.196,True,S,7.884,3,male,1,0,Southampton,F
19.221,True,S,9.52,3,female,0,1,Southampton,G
2.018,False,S,26.698,2,male,1,1,Southampton,F
41.365,False,Q,9.438,3,female,0,0,Queenstown,F
41.883,False,S,26.993,2,male,1,0,Southampton,E
37.528,True,S,107.978,1,male,0,1,Southampton,B
23.195,False,S,29.366,2,female,0,1,Southampton,F
15.241,True,S,6.038,3,male,1,0,Southampton,E
36.729,True,Q,24.176,3,male,1,0,Queenstown,G
31.523,False,S,23.836,2,male,0,0,Southampton,E
27.288,True,S,7.01,3,male,0,1,Southampton,G
26.792,True,S,66.533,3,male,0,0,Southampton,E
62.187,True,S,15.783,3,female,0,1,Southampton,F
2.446,False,S,30.472,3,female,1,1,Southampton,F
33.771,False,S,74.667,1,female,3,1,Southampton,C
36.481,False,S,19.129,3,male,0,0,Southampton,E
19.165,False,S,12.858,2,female,0,1,Southampton,F
21.565,False,S,16.388,3,female,0,1,Southampton,G
6.303,False,S,34.233,3,female,3,0,Southampton,G
29.943,True,S,17.596,3,female,0,1,Southampton,F
46.164,False,S,35.982,1,male,2,0,Southampton,C
23.9,True,S,7.861,3,female,0,1,Southampton,E
1.118,False,C,8.428,3,male,3,0,Cherbourg,F
24.43,False,S,53.303,1,female,0,0,Southampton,E
22.472,True,S,7.397,3,male,0,0,Southampton,E
7.32,False,S,33.0,2,female,0,1,Southampton,E
37.056,False,S,8.27,3,male,1,0,Southampton,E
34.301,True,S,20.053,3,female,8,1,Southampton,E
51.051,True,S,25.34,2,male,1,0,Southampton,E
21.013,False,C,60.913,1,female,1,1,Cherbourg,C
61.914,True,S,26.451,1,male,0,0,Southampton,C
18.091,False,C,260.709,1,female,0,1,Cherbourg,D
22.476,True,S,7.344,3,male,0,0,Southampton,G
45.547,True,,13.012,2,male,0,0,,E
36.731,True,C,219.182,1,female,0,1,Cherbourg,B
41.64,False,Q,8.426,3,female,0,0,Queenstown,E
21.287,True,S,7.408,3,male,0,1,Southampton,F
24.919,False,S,70.791,1,male,0,1,Southampton,C
40.635,True,S,26.988,2,male,0,0,Southampton,E
28.566,True,S,7.013,3,male,0,0,Southampton,G
40.985,False,S,27.6,1,male,0,0,Southampton,C
41.921,False,S,26.291,1,male,0,1,Southampton,C
25.039,True,S,7.095,3,male,0,0,Southampton,E
18.615,True,C,96.562,1,female,0,1,Cherbourg,C
23.057,True,,241.763,1,male,0,0,,C
36.575,False,C,29.982,1,male,1,0,Cherbourg,E
47.245,True,C,7.594,3,male,2,0,Cherbourg,G
30.132,True,S,17.637,3,female,0,0,Southampton,F
37.882,False,S,8.526,3,female,0,0,Southampton,G
51.38,True,S,27.774,1,male,0,0,Southampton,C
22.424,True,S,11.467,2,male,0,0,Southampton,D
46.407,False,,10.753,3,female,0,0,,G
16.333,True,Q,5.946,3,male,0,0,Queenstown,G
15.002,False,Q,7.252,3,female,0,0,Queenstown,G
22.045,False,C,19.112,3,female,0,0,Cherbourg,G
15.682,True,C,11.565,3,female,0,0,Cherbourg,G
20.297,False,S,23.68,2,female,1,1,Southampton,F
20.01,True,C,7.995,3,male,0,0,Cherbourg,G
36.595,True,C,27.613,1,male,0,0,Cherbourg,C
41.398,False,,0.025,2,male,0,0,,F
32.296,True,S,23.139,2,male,0,0,Southampton,E
26.878,False,S,52.011,1,female,0,1,Southampton,B
51.765,True,S,75.796,1,male,1,0,Southampton,C
72.406,True,C,35.396,1,male,0,0,Cherbourg,E
21.257,True,C,40.986,2,male,0,0,Cherbourg,F
26.216,True,C,7.093,3,male,0,0,Cherbourg,F
20.717,True,C,72.154,1,male,0,0,Cherbourg,E
27.093,True,C,7.097,3,male,0,0,Cherbourg,F
40.94,True,S,54.544,1,male,0,0,Southampton,B
33.347,True,S,26.054,2,female,1,1,Southampton,E
27.361,True,S,31.431,2,male,0,0,Southampton,E
15.304,False,,10.587,2,female,1,1,,F
27.11,True,C,7.058,3,male,0,0,Cherbourg,E
14.827,False,S,9.14,3,female,0,0,Southampton,F
16.159,True,S,6.493,3,male,0,0,Southampton,F
46.268,False,S,158.348,1,female,0,1,Southampton,E
16.346,False,S,29.395,2,male,0,0,Southampton,D
41.666,False,S,26.97,2,male,0,0,Southampton,D
1.01,False,S,8.37,3,male,3,0,Southampton,F
62.104,True,S,26.283,1,male,0,0,Southampton,B
17.842,True,S,6.053,3,male,0,0,Southampton,E
13.987,False,Q,7.259,3,female,1,1,Queenstown,E
27.981,True,S,7.767,3,female,1,0,Southampton,G
17.853,True,S,6.442,3,male,0,0,Southampton,G
26.98,False,S,7.062,3,male,0,0,Southampton,G
46.959,True,S,15.589,2,male,0,0,Southampton,E
16.86,False,Q,7.269,3,female,0,1,Queenstown,F
27.23,True,S,13.236,3,male,0,0,Southampton,E
17.948,True,S,84.97,1,female,0,1,Southampton,C
21.355,True,Q,8.117,3,female,0,1,Queenstown,G
5.989,False,S,14.577,3,male,2,0,Southampton,F
28.068,True,S,205.327,1,female,1,1,Southampton,B
16.748,True,S,7.972,2,male,0,0,Southampton,D
14.857,False,S,204.006,1,female,5,1,Southampton,D
30.208,True,S,6.559,3,male,0,0,Southampton,F
32.058,True,,27.537,2,male,0,1,,D
22.629,False,S,60.472,1,female,0,1,Southampton,D
31.811,True,S,6.486,3,male,0,0,Southampton,F
4.14,False,,151.55,1,female,1,0,,B
27.129,False,S,11.139,2,male,0,0,Southampton,D
27.796,True,Q,7.991,3,female,1,0,Queenstown,E
3.726,False,S,40.118,3,male,0,0,Southampton,G
26.289,False,S,7.002,3,male,0,0,Southampton,E
42.825,False,S,6.867,3,male,2,0,Southampton,G
2.039,False,S,10.925,3,female,1,0,Southampton,G
23.611,True,S,7.337,3,male,0,0,Southampton,F
40.382,True,S,26.28,2,male,0,0,Southampton,D
57.112,True,S,37.706,2,male,0,0,Southampton,F
46.181,True,C,76.15,1,male,0,1,Cherbourg,D
16.875,False,S,8.884,3,male,0,0,Southampton,F
26.034,True,C,13.236,3,male,0,0,Cherbourg,G
56.023,True,,28.781,1,female,0,1,,D
53.322,False,C,57.884,1,female,2,1,Cherbourg,B
14.817,False,S,58.992,1,female,0,1,Southampton,A
21.389,True,S,7.394,3,male,0,0,Southampton,F
11.452,False,S,7.762,3,male,0,0,Southampton,G
15.253,True,S,5.994,3,male,0,0,Southampton,F
61.672,False,S,26.415,1,male,0,0,Southampton,D
61.443,False,S,26.032,1,male,0,0,Southampton,C
36.626,False,S,26.734,1,male,1,0,Southampton,C
25.966,True,C,26.148,1,male,0,0,Cherbourg,C
41.913,False,S,80.762,1,male,0,1,Southampton,C
1.96,False,S,9.043,3,male,4,1,Southampton,G
18.989,False,,11.248,2,female,1,1,,F
33.333,False,C,493.07,1,female,8,1,Cherbourg,C
70.541,True,,48.76,1,male,0,0,,E
41.028,False,,0.639,2,male,0,0,,D
7.434,False,S,31.357,3,female,0,0,Southampton,E
21.587,True,S,11.608,2,male,0,0,Southampton,F
17.914,True,S,9.24,3,male,0,0,Southampton,F
25.495,False,S,29.136,2,female,1,1,Southampton,E
60.447,False,,79.902,1,female,0,1,,C
37.535,False,Q,7.268,3,male,0,0,Queenstown,G
21.939,False,C,62.56,1,male,0,0,Cherbourg,B
37.916,True,,11.248,2,male,0,0,,F
31.401,False,S,11.581,2,male,0,0,Southampton,E
29.427,True,S,13.614,2,female,0,1,Southampton,E
22.736,False,S,7.417,3,male,0,0,Southampton,F
36.259,False,S,26.898,3,male,1,0,Southampton,F
32.122,True,S,11.263,2,male,0,0,Southampton,D
35.142,False,C,489.388,1,female,1,1,Cherbourg,B
47.437,True,S,7.589,3,male,0,0,Southampton,G
6.278,False,S,39.627,3,male,4,0,Southampton,E
2.277,False,C,19.842,3,female,1,0,Cherbourg,F
47.002,False,S,36.251,1,male,2,1,Southampton,E
31.335,False,S,25.612,2,female,0,1,Southampton,E
47.016,True,S,8.938,3,male,1,0,Southampton,G
32.588,True,S,8.845,3,male,1,0,Southampton,F
26.522,True,C,6.983,3,male,0,0,Cherbourg,F
17.473,True,S,20.164,3,male,1,0,Southampton,F
22.195,False,S,13.064,2,female,0,1,Southampton,E
36.295,True,S,25.914,2,male,2,0,Southampton,E
15.993,True,S,6.696,3,male,0,0,Southampton,G
34.113,False,S,53.254,1,female,0,1,Southampton,D
21.723,False,S,11.626,2,male,0,0,Southampton,F
37.784,True,Q,15.297,3,male,1,0,Queenstown,E
37.446,False,C,82.816,1,female,1,1,Cherbourg,D
57.837,True,S,13.675,2,male,1,0,Southampton,F
2.083,False,C,13.593,3,female,1,1,Cherbourg,G
42.136,False,C,14.345,3,female,0,0,Cherbourg,F
16.97,False,S,8.999,3,male,0,0,Southampton,F
16.573,True,S,9.479,3,male,0,0,Southampton,G
7.887,False,S,30.49,3,male,5,1,Southampton,F
15.595,False,S,203.961,1,female,1,1,Southampton,B
23.691,True,S,7.438,3,male,0,0,Southampton,G
56.914,True,C,76.809,1,male,0,0,Cherbourg,D
22.302,True,C,7.473,3,male,0,0,Cherbourg,G
67.173,False,,71.0,1,male,0,0,,D
16.707,True,S,6.055,3,male,0,0,Southampton,F
41.853,True,Q,89.957,1,male,2,0,Queenstown,B
36.854,True,S,24.695,3,male,0,1,Southampton,F
36.306,True,,6.047,1,male,0,0,,D
54.486,False,,56.213,1,female,0,1,,D
43.807,True,Q,23.094,3,male,0,0,Queenstown,F
36.474,False,S,9.806,3,male,0,0,Southampton,G
29.578,True,C,51.89,1,female,0,1,Cherbourg,A
26.534,True,C,204.707,1,male,0,0,Cherbourg,C
15.233,True,S,5.988,3,male,0,0,Southampton,F
21.774,True,C,63.209,1,female,0,1,Cherbourg,C
31.531,False,C,6.466,1,male,1,0,Cherbourg,B
50.144,True,,10.52,2,female,1,1,,E
34.269,True,S,11.588,2,male,0,0,Southampton,E
26.214,True,S,13.314,3,male,0,0,Southampton,F
32.172,False,S,23.184,2,male,0,0,Southampton,E
25.585,True,S,8.061,3,female,1,1,Southampton,E
52.31,True,S,8.302,3,male,1,0,Southampton,F
7.792,False,S,13.792,3,male,1,0,Southampton,F
52.602,False,S,13.942,2,male,0,0,Southampton,D
26.619,True,S,7.079,3,male,0,0,Southampton,F
31.109,True,S,20.718,2,male,0,0,Southampton,D
25.978,False,S,13.294,3,male,1,0,Southampton,E
46.609,False,S,47.055,1,male,1,1,Southampton,B
36.61,False,Q,7.007,3,male,0,0,Queenstown,F
3.484,False,S,18.789,2,male,1,1,Southampton,F
37.983,True,S,26.997,2,male,0,0,Southampton,E
17.294,True,S,5.983,3,male,0,0,Southampton,G
21.405,False,S,75.918,1,male,0,0,Southampton,E
35.541,True,C,76.574,1,female,1,1,Cherbourg,C
27.431,True,S,7.02,3,male,0,0,Southampton,E
21.058,True,S,28.112,1,male,0,0,Southampton,E
61.011,False,S,26.424,1,male,1,0,Southampton,C
27.478,True,S,7.036,3,male,0,0,Southampton,G
71.885,True,S,7.78,3,male,0,0,Southampton,E
20.939,True,S,7.379,3,male,0,0,Southampton,F
26.561,False,S,7.019,3,male,0,0,Southampton,G
33.259,False,S,75.08,1,female,1,1,Southampton,D
32.015,True,S,6.497,3,male,0,0,Southampton,G
46.219,False,S,34.456,1,male,0,0,Southampton,B
27.432,False,C,28.814,1,male,0,0,Cherbourg,E
22.469,True,C,19.095,3,female,0,1,Cherbourg,F
18.768,False,S,6.818,3,female,0,1,Southampton,F
16.737,True,,0.588,2,male,0,0,,E
17.079,False,C,250.643,1,female,1,1,Cherbourg,D
19.503,True,S,17.984,3,female,0,1,Southampton,F
55.208,True,C,29.395,1,male,0,0,Cherbourg,D
6.471,False,S,14.13,3,male,1,0,Southampton,F
21.713,False,,236.525,1,male,0,1,,E
16.861,True,S,8.072,2,male,0,0,Southampton,D
18.082,False,S,17.839,3,female,0,1,Southampton,G
47.719,False,C,108.153,1,male,0,1,Cherbourg,C
27.431,True,S,53.915,3,male,0,0,Southampton,F
21.676,False,S,27.75,2,male,1,0,Southampton,F
2.377,False,S,31.232,3,female,0,1,Southampton,G
57.294,False,C,26.801,1,male,0,1,Cherbourg,C
17.801,True,S,11.417,2,male,0,0,Southampton,D
37.113,True,S,25.904,2,male,1,0,Southampton,E
26.444,True,C,23.713,2,male,0,0,Cherbourg,E
33.086,True,S,6.443,3,male,1,0,Southampton,F
32.957,True,S,26.692,2,female,0,1,Southampton,E
36.513,True,Q,14.488,3,male,0,0,Queenstown,G
27.82,False,S,212.22,1,male,0,0,Southampton,B
18.9,True,S,8.167,3,female,1,1,Southampton,G
28.234,False,Q,12.623,2,female,0,1,Queenstown,F
28.83,True,S,26.232,2,female,0,1,Southampton,D
26.137,True,S,7.114,3,male,0,1,Southampton,G
16.304,True,Q,5.934,3,male,0,0,Queenstown,G
16.335,False,S,6.108,3,male,1,0,Southampton,G
32.485,True,S,18.978,3,male,0,0,Southampton,G
27.634,True,C,9.434,3,male,0,0,Cherbourg,E
16.05,True,S,6.006,3,male,0,0,Southampton,E
15.68,False,C,13.561,3,female,0,0,Cherbourg,E
17.862,True,S,5.944,3,male,1,0,Southampton,F
33.042,False,S,19.959,3,female,1,1,Southampton,G
15.955,True,Q,6.069,3,male,0,1,Queenstown,F
16.199,True,S,54.712,3,male,0,0,Southampton,F
40.674,False,S,6.872,3,male,1,0,Southampton,E
