call_id,customer_id,call_date,contact,complaint,agent,duration,escalated,referred,stat_0,stat_1,stat_2,stat_3,stat_4,stat_5,stat_6,stat_7,stat_8,stat_9,stat_10,stat_11,stat_12,stat_13,stat_14,stat_15,stat_16,stat_17,stat_18,stat_19,stat_20,stat_21,stat_22,stat_23,stat_24,stat_25,stat_26,stat_27,stat_28,stat_29,stat_30,stat_31,stat_32,stat_33,stat_34,stat_35,stat_36,stat_37,stat_38,stat_39
3346052,CU_8696674,10-08-2018 10:50:50,Questionnaire,Payment Failure/Incorrect Payment,Carol,01:02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4951686,CU_3781304,10-08-2018 10:51:02,Phone Call,You provided me with incorrect information,Minerva,01:02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
1937032,CU_9899258,10-08-2018 10:51:08,E-mail,You are not easy to deal with,Valerie,01:02,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1740430,CU_1253250,10-08-2018 10:51:30,Phone Call,I have been mis-sold this product,Elisabeth ,01:02,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7310996,CU_1486843,10-08-2018 10:51:37,E-mail,My details are not accurate,Nikki,01:02,0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
6098583,CU_5485938,10-08-2018 10:51:45,E-mail,You took too long,Bronwyn ,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261273,CU_5779892,10-08-2018 10:51:46,Phone Call,I have been mis-sold this product,Alishba ,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
6852250,CU_4797885,10-08-2018 10:53:36,E-mail,My details are not accurate,Nikki,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7179934,CU_9031119,10-08-2018 10:53:51,Phone Call,You did not understand my needs,Darcey ,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3051175,CU_4998039,10-08-2018 10:54:10,Phone Call,You provided me with incorrect information,Alishba ,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5639849,CU_4373012,10-08-2018 10:54:20,Internet,Payment Failure/Incorrect Payment,Melody ,01:03,0,0,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,
1117877,CU_6258158,10-08-2018 10:55:06,E-mail,Payment Failure/Incorrect Payment,Amalia,01:03,0,0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3411638,CU_7574348,10-08-2018 10:55:09,Phone Call,You are not easy to deal with,Minnie ,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9408182,CU_8145507,10-08-2018 10:55:11,Phone Call,You are not easy to deal with,Corrine,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1248962,CU_9272756,10-08-2018 10:55:33,Phone Call,You did not understand my needs,Alishba ,01:03,0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5279427,CU_2252394,10-08-2018 10:55:39,Phone Call,You took too long,Debora,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195781,CU_7729400,10-08-2018 10:57:04,E-mail,I have been mis-sold this product,Carol,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1674954,CU_4920874,10-08-2018 10:57:20,Phone Call,You took too long,Carol,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
5607114,CU_8776701,10-08-2018 10:57:22,Phone Call,Unhappy with delay,Debora,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8261328,CU_2877002,10-08-2018 10:57:46,Phone Call,You took too long,Maribel,01:03,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4263633,CU_5034316,10-08-2018 10:57:59,Phone Call,Unhappy with delay,Melody ,01:04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6328022,CU_1759206,10-08-2018 10:58:22,E-mail,You took too long,Melody ,01:04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8589016,CU_8668168,10-08-2018 10:58:24,Letter,Unhappy with delay,Maribel,01:04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8457948,CU_7489279,10-08-2018 10:59:29,Questionnaire,You are not easy to deal with,Zara ,01:04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4886238,CU_5135237,10-08-2018 10:59:51,Phone Call,My details are not accurate,Naomi ,01:04,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8294111,CU_2713627,10-08-2018 10:59:52,Letter,You took too long,Debora,01:04,0,0,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
9113314,CU_5192275,10-08-2018 11:01:06,Phone Call,You took too long,Debora,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2985703,CU_3196278,10-08-2018 11:01:23,Phone Call,I have been mis-sold this product (PPI),Erika ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6590183,CU_7696026,10-08-2018 11:02:56,Phone Call,Incorrect information given,Darcie ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7737067,CU_2340564,10-08-2018 11:03:10,Questionnaire,Payment not generated/received by customer,Leona ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5115629,CU_7639994,10-08-2018 11:03:42,Questionnaire,You took too long,Millie,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084013,CU_6997307,10-08-2018 11:03:47,Phone Call,You are not easy to deal with,Macey ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1543920,CU_5207207,10-08-2018 11:03:48,Letter,I have been mis-sold this product (PPI),Erika ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425204,CU_2725233,10-08-2018 11:03:49,Phone Call,You were not helpful,Erika ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
1576693,CU_2638292,10-08-2018 11:03:57,E-mail,Payment Failure/Incorrect Payment,Melody ,01:05,0,0,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,
4493052,CU_8949772,10-08-2018 11:03:57,Letter,I cannot understand your letter/comms,Antoinette,01:05,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9342716,CU_7284324,10-08-2018 11:04:55,Third Party Call,You took too long,Amalia,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9473789,CU_3183557,10-08-2018 11:05:40,Phone Call,Unsuitable advice,Erika ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9047807,CU_2370918,10-08-2018 11:05:48,Phone Call,Product - Contract terms and conditions,Bronwyn ,01:05,0,0,,,,,0.0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
2920199,CU_4423902,10-08-2018 11:06:08,Fax,Unhappy with delay,Carol,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1969940,CU_9781284,10-08-2018 11:06:13,MyPortal,You provided me with incorrect information,Gladys,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7900952,CU_7124690,10-08-2018 11:07:43,Phone Call,You provided me with incorrect information,Millie,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2101018,CU_4797885,10-08-2018 11:08:51,Phone Call,My details are not accurate,Minerva,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215143,CU_8776701,10-08-2018 11:08:55,Phone Call,You provided me with incorrect information,Ofelia,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8458023,CU_6542121,10-08-2018 11:11:52,Phone Call,You provided me with incorrect information,Melody ,01:05,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
1609513,CU_3781304,10-08-2018 11:12:01,Phone Call,Payment Failure/Incorrect Payment,Ofelia,01:06,0,0,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3149607,CU_4041965,10-08-2018 11:12:46,Phone Call,Requested documentation not issued,Minerva,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6557485,CU_9913126,10-08-2018 11:14:57,Phone Call,You are not easy to deal with,Macey ,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1314605,CU_3502214,10-08-2018 11:15:40,Internet,Unhappy with delay,Millie,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7180080,CU_7147770,10-08-2018 11:15:48,Phone Call,You are not easy to deal with,Minerva,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7802679,CU_9730983,10-08-2018 11:16:04,Phone Call,Payment Failure/Incorrect Payment,Maribel,01:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5672764,CU_6008531,10-08-2018 11:16:10,Phone Call,Payment Failure/Incorrect Payment,Krystal,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8785728,CU_3279873,10-08-2018 11:16:26,E-mail,Unhappy with delay,Bronwyn ,01:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3510081,CU_9581170,10-08-2018 11:17:22,Phone Call,Unhappy with delay,Minerva,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5377863,CU_7776333,10-08-2018 11:17:50,E-mail,You have asked for too much information,Elisabeth ,01:06,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3018576,CU_8759172,10-08-2018 11:19:17,Phone Call,I have been mis-sold this product,Erika ,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,
3116881,CU_1242917,10-08-2018 11:19:50,Phone Call,You took too long,Ofelia,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
5869393,CU_1128398,10-08-2018 11:20:58,MyPortal,I have been mis-sold this product,Macey ,01:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5967701,CU_5324122,10-08-2018 11:21:06,MyPortal,I have been mis-sold this product,Zoe ,01:06,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9244504,CU_3502214,10-08-2018 11:21:39,MyPortal,You are not easy to deal with,Minerva,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
7802714,CU_7714661,10-08-2018 11:21:55,E-mail,All points not addressed,Melody ,01:06,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4525916,CU_8696674,10-08-2018 11:22:02,Phone Call,Payment Failure/Incorrect Payment,Alishba ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608418,CU_8996562,10-08-2018 11:22:09,Phone Call,The performance of my product was poor,Mina ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,
2953059,CU_1137559,10-08-2018 11:22:09,Questionnaire,You took too long,Maribel,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5181284,CU_9709603,10-08-2018 11:22:11,Letter,I have been mis-sold this product,Darcie ,01:07,0,0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8327017,CU_4920874,10-08-2018 11:24:56,Phone Call,Payment Failure/Incorrect Payment,Corrine,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8097643,CU_7185792,10-08-2018 11:26:03,Questionnaire,I have been mis-sold this product,Melody ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
4755310,CU_6070954,10-08-2018 11:26:06,Phone Call,My details are not accurate,Ofelia,01:07,0,0,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6852467,CU_1759206,10-08-2018 11:26:23,MyPortal,Unsuitable advice,Macey ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
5508980,CU_7284324,10-08-2018 11:28:52,Letter,You took too long,Darcie ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
8687478,CU_1058329,10-08-2018 11:28:56,Phone Call,You are not easy to deal with,Zara ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6786942,CU_4920840,10-08-2018 11:29:33,MyPortal,Payment Failure/Incorrect Payment,Millie,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,
2527105,CU_4373012,10-08-2018 11:31:00,Phone Call,FA advice queried,Erika ,01:07,0,0,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8425347,CU_4452746,10-08-2018 11:31:30,E-mail,Payment Failure/Incorrect Payment,Amie ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9506694,CU_7245127,10-08-2018 11:31:31,Phone Call,Payment Failure/Incorrect Payment,Carol,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4329359,CU_4920874,10-08-2018 11:31:32,Letter,Unhappy with delay,Erika ,01:07,0,0,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4427664,CU_7489279,10-08-2018 11:31:45,MyPortal,You are not easy to deal with,Melody ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164370,CU_9563764,10-08-2018 11:32:31,Phone Call,You took too long,Carol,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7704467,CU_7639994,10-08-2018 11:33:35,E-mail,You are not easy to deal with,Jaya ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8195986,CU_3502214,10-08-2018 11:34:07,Internet,You are not easy to deal with,Zara ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5541790,CU_3078094,10-08-2018 11:34:31,Phone Call,I have been mis-sold this product,Darcie ,01:07,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1019811,CU_5779892,10-08-2018 11:34:56,E-mail,No reply to customer contact,Melody ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6164387,CU_4920874,10-08-2018 11:35:17,Phone Call,You are not easy to deal with,Minerva,01:08,0,0,,,,,,,,,,,,,0.0,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
3706793,CU_5779892,10-08-2018 11:36:09,Phone Call,I have been mis-sold this product,Corrine,01:08,0,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0
8523691,CU_1248737,10-08-2018 11:36:18,Phone Call,FA advice queried,Valerie,01:08,0,0,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3706795,CU_2631721,10-08-2018 11:37:28,Phone Call,You did not explain the next steps/process to me,Erika ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3084218,CU_4220520,10-08-2018 11:39:12,Phone Call,You provided me with incorrect information,Ofelia,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3674045,CU_1128398,10-08-2018 11:39:14,Phone Call,Unsuitable advice,Nikki,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1.0,,
7245761,CU_8704387,10-08-2018 11:40:50,Phone Call,You provided me with incorrect information,Corrine,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3444675,CU_8696674,10-08-2018 11:41:19,Questionnaire,You took too long,Jaya ,01:08,0,1,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,
8359877,CU_4095762,10-08-2018 11:41:34,Questionnaire,You provided me with incorrect information,Erika ,01:08,0,0,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4526025,CU_1128398,10-08-2018 11:42:06,Phone Call,Payment Failure/Incorrect Payment,Nikki,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3215306,CU_1848389,10-08-2018 11:43:00,Letter,Payment Failure/Incorrect Payment,Erika ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163278,CU_8696674,10-08-2018 11:44:04,Third Party Call,Fund Performance - Non Cash Funds,Gladys,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1085394,CU_5474124,10-08-2018 11:44:48,Phone Call,You took too long,Macey ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8228828,CU_3603822,10-08-2018 11:44:59,Phone Call,Payment Failure/Incorrect Payment,Minnie ,01:08,0,0,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,
1576926,CU_5034316,10-08-2018 11:45:27,Questionnaire,Payment Failure/Incorrect Payment,Elisabeth ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,
1937388,CU_2713627,10-08-2018 11:45:34,E-mail,You took too long,Ora,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,
5312498,CU_6515384,10-08-2018 11:49:26,Phone Call,You never answered my question,Erika ,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4460531,CU_4138876,10-08-2018 11:51:11,Phone Call,You are not easy to deal with,Maribel,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6033396,CU_1624986,10-08-2018 11:51:55,Phone Call,Payment not generated/received by customer,Maribel,01:08,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
3739638,CU_5817296,10-08-2018 11:53:02,MyPortal,Payment Failure/Incorrect Payment,Krystal,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3936257,CU_1728293,10-08-2018 11:54:13,Letter,I have been mis-sold this product,Minerva,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2035713,CU_6630945,10-08-2018 11:54:49,E-mail,I have been mis-sold this product,Naomi ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2199565,CU_8307992,10-08-2018 11:55:16,E-mail,Payment Failure/Incorrect Payment,Naomi ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8753166,CU_3340732,10-08-2018 11:55:44,Phone Call,I have been mis-sold this product,Amalia,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
3969040,CU_5625524,10-08-2018 11:56:13,Phone Call,You provided me with incorrect information,Carol,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
6918160,CU_8145507,10-08-2018 11:56:40,Phone Call,You took too long,Darcie ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8491036,CU_8035498,10-08-2018 11:57:12,Phone Call,FA advice queried,Leona ,01:09,0,0,,,,,,,,,,,,,1.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
2658333,CU_3687931,10-08-2018 11:58:46,Phone Call,I cannot understand your letter/comms,Ora,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7278622,CU_5452445,10-08-2018 11:59:04,Phone Call,You never answered my question,Gladys,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8163357,CU_7565531,10-08-2018 11:59:54,Phone Call,FA advice queried,Darcie ,01:09,0,1,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,
7475233,CU_5921731,10-08-2018 12:01:52,MyPortal,Unsuitable advice,Zara ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3575842,CU_6283792,10-08-2018 12:02:20,Letter,Unsuitable advice,Zara ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8032301,CU_2370918,10-08-2018 12:03:27,E-mail & Phone Call,You took too long,Gladys,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9146415,CU_3483009,10-08-2018 12:04:04,Letter,You are not easy to deal with,Elisabeth ,01:09,0,0,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,
4919344,CU_7565531,10-08-2018 12:07:54,MyPortal,Unsuitable advice,Erika ,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4067379,CU_5762435,10-08-2018 12:11:27,Phone Call,You never answered my question,Leona ,01:09,0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2691127,CU_6688783,10-08-2018 12:16:42,Phone Call,You are not easy to deal with,Gladys,01:09,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5640248,CU_2934728,10-08-2018 12:17:14,Phone Call,You took too long,Alishba ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6656060,CU_5651189,10-08-2018 12:20:02,Letter,Unsuitable advice,Krystal,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9441343,CU_7178668,10-08-2018 12:24:38,Phone Call,I have been mis-sold this product,Erika ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,
6688836,CU_5034316,10-08-2018 12:25:34,Phone Call,Product - Contract terms and conditions,Elisabeth ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,
5148741,CU_7574348,10-08-2018 12:31:03,Phone Call,You provided me with incorrect information,Millie,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1151049,CU_7489279,10-08-2018 12:41:27,Phone Call,You did not explain the terms & conditions,Minerva,01:10,0,0,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5771337,CU_4590938,10-08-2018 12:41:34,Questionnaire,You provided me with incorrect information,Krystal,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,
3739723,CU_2616596,10-08-2018 12:41:45,Phone Call,I have been mis-sold this product,Nikki,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
1577039,CU_3635703,10-08-2018 12:43:06,Questionnaire,I have been mis-sold this product,Minnie ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
3608657,CU_3091844,10-08-2018 12:44:47,Phone Call,You provided me with incorrect information,Amalia,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2723925,CU_4920840,10-08-2018 12:45:37,Phone Call,I have been mis-sold this product,Zara ,01:10,0,0,,,,,,0.0,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
4853851,CU_8039228,10-08-2018 12:51:07,E-mail,Unhappy with delay,Erika ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9900125,CU_8218972,10-08-2018 12:54:00,Phone Call,Product - Contract terms and conditions,Macey ,01:10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
8622188,CU_1804130,10-08-2018 12:54:07,MyPortal,You did not understand my needs,Zara ,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6721646,CU_2252394,10-08-2018 12:54:47,Phone Call,You are not easy to deal with,Gladys,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2003055,CU_7696026,10-08-2018 12:56:38,Phone Call,You took too long,Erika ,01:10,0,1,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
2822257,CU_5493910,10-08-2018 12:58:01,E-mail,You never answered my question,Ofelia,01:10,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
7606386,CU_1922814,10-08-2018 12:58:56,Phone Call,You took too long,Mina ,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
9736315,CU_5684355,10-08-2018 12:59:38,E-mail,Payment Failure/Incorrect Payment,Melody ,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5607553,CU_6669314,10-08-2018 13:00:05,Phone Call,I have been mis-sold this product,Corrine,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,
7770244,CU_8481569,10-08-2018 13:01:08,MyPortal,Customer payment processed incorrectly,Zara ,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
5673099,CU_1154351,10-08-2018 13:01:10,Phone Call,No reply to customer contact,Elinor,01:11,0,0,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,,,,,,,,,,,,,
2166926,CU_4300415,10-08-2018 13:01:22,Phone Call,I have been mis-sold this product,Ofelia,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6754448,CU_2935378,10-08-2018 13:02:17,Phone Call,You took too long,Nikki,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,,,,,
5640344,CU_6051056,10-08-2018 13:02:24,Phone Call,Payment not generated/received by customer,Zara ,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0.0,,,,
8523930,CU_8126717,10-08-2018 13:02:32,Internet,You never answered my question,Macey ,01:11,0,0,,,,,,0.0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
6787234,CU_5625524,10-08-2018 13:04:24,Phone Call,I have been mis-sold this product,Elva,01:11,0,0,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,
